Date,Month_Year,Variable,Value,Category
29/03/2023,2023_Mar,X0m_digging,1,0.1-2
29/03/2023,2023_Mar,X0m_digging,0,<0.1
29/03/2023,2023_Mar,pile_height,30,NA
29/03/2023,2023_Mar,WS,5.18,NA
29/03/2023,2023_Mar,WD,118.6,NA
29/03/2023,2023_Mar,Temp,27.6,NA
30/03/2023,2023_Mar,X30m,0,<0.1
30/03/2023,2023_Mar,X10m_1.5m,0,<0.1
30/03/2023,2023_Mar,X10m_0m,0,<0.1
30/03/2023,2023_Mar,X0m_1.5m,0,<0.1
30/03/2023,2023_Mar,X0m_0m,0,<0.1
30/03/2023,2023_Mar,X0m_0m,0,<0.1
30/03/2023,2023_Mar,X0m_digging,100,>50
30/03/2023,2023_Mar,X0m_digging,0,<0.1
30/03/2023,2023_Mar,pile_height,20,NA
30/03/2023,2023_Mar,WS,6.45,NA
30/03/2023,2023_Mar,WD,119.8,NA
30/03/2023,2023_Mar,Temp,27.6,NA
11/04/2023,2023_Apr,X30m,0,<0.1
11/04/2023,2023_Apr,X10m_1.5m,0,<0.1
11/04/2023,2023_Apr,X10m_0m,0,<0.1
11/04/2023,2023_Apr,X0m_1.5m,0,<0.1
11/04/2023,2023_Apr,X0m_0m,0,<0.1
11/04/2023,2023_Apr,X0m_0m,0,<0.1
11/04/2023,2023_Apr,X0m_digging,28.9,10.1-50
11/04/2023,2023_Apr,X0m_digging,1,0.1-2
11/04/2023,2023_Apr,pile_height,40,NA
11/04/2023,2023_Apr,WS,5,NA
11/04/2023,2023_Apr,WD,111.4,NA
11/04/2023,2023_Apr,Temp,27.23,NA
14/04/2023,2023_Apr,X30m,0,<0.1
14/04/2023,2023_Apr,X10m_1.5m,0,<0.1
14/04/2023,2023_Apr,X10m_0m,0,<0.1
14/04/2023,2023_Apr,X0m_1.5m,0,<0.1
14/04/2023,2023_Apr,X0m_0m,0,<0.1
14/04/2023,2023_Apr,X0m_0m,0,<0.1
14/04/2023,2023_Apr,X0m_digging,9.4,5.1-10
14/04/2023,2023_Apr,X0m_digging,0,<0.1
14/04/2023,2023_Apr,pile_height,30,NA
14/04/2023,2023_Apr,WS,7.7,NA
14/04/2023,2023_Apr,WD,114.8,NA
14/04/2023,2023_Apr,Temp,27.9,NA
25/04/2023,2023_Apr,X30m,0,<0.1
25/04/2023,2023_Apr,X10m_1.5m,0,<0.1
25/04/2023,2023_Apr,X10m_0m,0,<0.1
25/04/2023,2023_Apr,X0m_1.5m,0,<0.1
25/04/2023,2023_Apr,X0m_0m,0,<0.1
25/04/2023,2023_Apr,X0m_0m,0,<0.1
25/04/2023,2023_Apr,X0m_digging,1.3,0.1-2
25/04/2023,2023_Apr,X0m_digging,0.8,0.1-2
25/04/2023,2023_Apr,pile_height,40,NA
25/04/2023,2023_Apr,WS,1.79,NA
25/04/2023,2023_Apr,WD,331.7,NA
25/04/2023,2023_Apr,Temp,28.6,NA
17/05/2023,2023_May,X30m,0,<0.1
17/05/2023,2023_May,X30m,0,<0.1
17/05/2023,2023_May,X10m_1.5m,0.9,0.1-2
17/05/2023,2023_May,X10m_1.5m,0,<0.1
17/05/2023,2023_May,X10m_0m,1,0.1-2
17/05/2023,2023_May,X10m_0m,0,<0.1
17/05/2023,2023_May,X0m_1.5m,0.9,0.1-2
17/05/2023,2023_May,X0m_1.5m,0,<0.1
17/05/2023,2023_May,X0m_0m,1.8,0.1-2
17/05/2023,2023_May,X0m_0m,1.8,0.1-2
17/05/2023,2023_May,X0m_0m,1.8,0.1-2
17/05/2023,2023_May,X0m_0m,1.8,0.1-2
17/05/2023,2023_May,X0m_digging,9.4,5.1-10
17/05/2023,2023_May,X0m_digging,1.8,0.1-2
17/05/2023,2023_May,X0m_digging,0,<0.1
17/05/2023,2023_May,X0m_digging,0.7,0.1-2
17/05/2023,2023_May,pile_height,50,NA
17/05/2023,2023_May,pile_height,30,NA
17/05/2023,2023_May,WS,1.68,NA
17/05/2023,2023_May,WS,1.68,NA
17/05/2023,2023_May,WD,187.7,NA
17/05/2023,2023_May,WD,187.7,NA
17/05/2023,2023_May,Temp,28.34,NA
17/05/2023,2023_May,Temp,28.34,NA
29/05/2023,2023_May,X30m,0,<0.1
29/05/2023,2023_May,X30m,0,<0.1
29/05/2023,2023_May,X10m_1.5m,0,<0.1
29/05/2023,2023_May,X10m_1.5m,0,<0.1
29/05/2023,2023_May,X10m_0m,0,<0.1
29/05/2023,2023_May,X10m_0m,0,<0.1
29/05/2023,2023_May,X0m_1.5m,0,<0.1
29/05/2023,2023_May,X0m_1.5m,0,<0.1
29/05/2023,2023_May,X0m_0m,0,<0.1
29/05/2023,2023_May,X0m_0m,0,<0.1
29/05/2023,2023_May,X0m_0m,0,<0.1
29/05/2023,2023_May,X0m_0m,0,<0.1
29/05/2023,2023_May,X0m_digging,19,10.1-50
29/05/2023,2023_May,X0m_digging,36.5,10.1-50
29/05/2023,2023_May,X0m_digging,0,<0.1
29/05/2023,2023_May,X0m_digging,0,<0.1
29/05/2023,2023_May,pile_height,30,NA
29/05/2023,2023_May,pile_height,20,NA
29/05/2023,2023_May,WS,6.45,NA
29/05/2023,2023_May,WS,6.45,NA
29/05/2023,2023_May,WD,145.2,NA
29/05/2023,2023_May,WD,145.2,NA
29/05/2023,2023_May,Temp,28.4,NA
29/05/2023,2023_May,Temp,28.4,NA
06/06/2023,2023_Jun,X30m,0,<0.1
06/06/2023,2023_Jun,X10m_1.5m,0,<0.1
06/06/2023,2023_Jun,X10m_0m,0,<0.1
06/06/2023,2023_Jun,X0m_1.5m,0,<0.1
06/06/2023,2023_Jun,X0m_0m,0,<0.1
06/06/2023,2023_Jun,X0m_0m,0,<0.1
06/06/2023,2023_Jun,X0m_digging,0,<0.1
06/06/2023,2023_Jun,X0m_digging,0,<0.1
06/06/2023,2023_Jun,pile_height,15,NA
06/06/2023,2023_Jun,WS,2.43,NA
06/06/2023,2023_Jun,WD,214.2,NA
06/06/2023,2023_Jun,Temp,30.4,NA
07/06/2023,2023_Jun,X30m,0,<0.1
07/06/2023,2023_Jun,X10m_1.5m,0,<0.1
07/06/2023,2023_Jun,X10m_0m,0,<0.1
07/06/2023,2023_Jun,X0m_1.5m,0,<0.1
07/06/2023,2023_Jun,X0m_0m,0,<0.1
07/06/2023,2023_Jun,X0m_0m,0,<0.1
07/06/2023,2023_Jun,X0m_digging,1.8,0.1-2
07/06/2023,2023_Jun,X0m_digging,1.2,0.1-2
07/06/2023,2023_Jun,pile_height,30,NA
07/06/2023,2023_Jun,WS,2.7,NA
07/06/2023,2023_Jun,WD,198.9,NA
07/06/2023,2023_Jun,Temp,30.8,NA
08/06/2023,2023_Jun,X30m,0,<0.1
08/06/2023,2023_Jun,X10m_1.5m,0,<0.1
08/06/2023,2023_Jun,X10m_0m,0.8,0.1-2
08/06/2023,2023_Jun,X0m_1.5m,0,<0.1
08/06/2023,2023_Jun,X0m_0m,4.6,2.1-5
08/06/2023,2023_Jun,X0m_0m,4.6,2.1-5
08/06/2023,2023_Jun,X0m_digging,4.9,2.1-5
08/06/2023,2023_Jun,X0m_digging,3,2.1-5
08/06/2023,2023_Jun,pile_height,30,NA
08/06/2023,2023_Jun,WS,3.2,NA
08/06/2023,2023_Jun,WD,298.4,NA
08/06/2023,2023_Jun,Temp,30.1,NA
14/06/2023,2023_Jun,X30m,0,<0.1
14/06/2023,2023_Jun,X10m_1.5m,0,<0.1
14/06/2023,2023_Jun,X10m_0m,0,<0.1
14/06/2023,2023_Jun,X0m_1.5m,0,<0.1
14/06/2023,2023_Jun,X0m_0m,0,<0.1
14/06/2023,2023_Jun,X0m_0m,0,<0.1
14/06/2023,2023_Jun,X0m_digging,1.4,0.1-2
14/06/2023,2023_Jun,X0m_digging,0.9,0.1-2
14/06/2023,2023_Jun,pile_height,30,NA
14/06/2023,2023_Jun,WS,7.3,NA
14/06/2023,2023_Jun,WD,147,NA
14/06/2023,2023_Jun,Temp,30,NA
16/06/2023,2023_Jun,X30m,0,<0.1
16/06/2023,2023_Jun,X10m_1.5m,0,<0.1
16/06/2023,2023_Jun,X10m_0m,0,<0.1
16/06/2023,2023_Jun,X0m_1.5m,0,<0.1
16/06/2023,2023_Jun,X0m_0m,0,<0.1
16/06/2023,2023_Jun,X0m_0m,0,<0.1
16/06/2023,2023_Jun,X0m_digging,25,10.1-50
16/06/2023,2023_Jun,X0m_digging,14.4,10.1-50
16/06/2023,2023_Jun,pile_height,20,NA
16/06/2023,2023_Jun,WS,8.8,NA
16/06/2023,2023_Jun,WD,146,NA
16/06/2023,2023_Jun,Temp,29.9,NA
20/06/2023,2023_Jun,X30m,0,<0.1
20/06/2023,2023_Jun,X10m_1.5m,0,<0.1
20/06/2023,2023_Jun,X10m_0m,0,<0.1
20/06/2023,2023_Jun,X0m_1.5m,0,<0.1
20/06/2023,2023_Jun,X0m_0m,0,<0.1
20/06/2023,2023_Jun,X0m_0m,0,<0.1
20/06/2023,2023_Jun,X0m_digging,0,<0.1
20/06/2023,2023_Jun,X0m_digging,0,<0.1
20/06/2023,2023_Jun,pile_height,15,NA
20/06/2023,2023_Jun,WS,5.5,NA
20/06/2023,2023_Jun,WD,119,NA
20/06/2023,2023_Jun,Temp,29.87,NA
21/06/2023,2023_Jun,X30m,0,<0.1
21/06/2023,2023_Jun,X10m_1.5m,0,<0.1
21/06/2023,2023_Jun,X10m_0m,0,<0.1
21/06/2023,2023_Jun,X0m_1.5m,0,<0.1
21/06/2023,2023_Jun,X0m_0m,0,<0.1
21/06/2023,2023_Jun,X0m_0m,0,<0.1
21/06/2023,2023_Jun,X0m_digging,0,<0.1
21/06/2023,2023_Jun,X0m_digging,0,<0.1
21/06/2023,2023_Jun,pile_height,30,NA
21/06/2023,2023_Jun,WS,6.08,NA
21/06/2023,2023_Jun,WD,144,NA
21/06/2023,2023_Jun,Temp,29.77,NA
26/06/2023,2023_Jun,X30m,0,<0.1
26/06/2023,2023_Jun,X10m_1.5m,0,<0.1
26/06/2023,2023_Jun,X10m_0m,0,<0.1
26/06/2023,2023_Jun,X0m_1.5m,0,<0.1
26/06/2023,2023_Jun,X0m_0m,0,<0.1
26/06/2023,2023_Jun,X0m_0m,0,<0.1
26/06/2023,2023_Jun,X0m_digging,8.4,5.1-10
26/06/2023,2023_Jun,X0m_digging,1.1,0.1-2
26/06/2023,2023_Jun,pile_height,15,NA
26/06/2023,2023_Jun,WS,4.92,NA
26/06/2023,2023_Jun,WD,101,NA
26/06/2023,2023_Jun,Temp,31.6,NA
27/06/2023,2023_Jun,X30m,0,<0.1
27/06/2023,2023_Jun,X10m_1.5m,0,<0.1
27/06/2023,2023_Jun,X10m_0m,0,<0.1
27/06/2023,2023_Jun,X0m_1.5m,0,<0.1
27/06/2023,2023_Jun,X0m_0m,0,<0.1
27/06/2023,2023_Jun,X0m_0m,0,<0.1
27/06/2023,2023_Jun,X0m_digging,0,<0.1
27/06/2023,2023_Jun,X0m_digging,0,<0.1
27/06/2023,2023_Jun,pile_height,30,NA
27/06/2023,2023_Jun,WS,3.05,NA
27/06/2023,2023_Jun,WD,49.2,NA
27/06/2023,2023_Jun,Temp,31.16,NA
28/06/2023,2023_Jun,X30m,0,<0.1
28/06/2023,2023_Jun,X10m_1.5m,0,<0.1
28/06/2023,2023_Jun,X10m_0m,0,<0.1
28/06/2023,2023_Jun,X0m_1.5m,0,<0.1
28/06/2023,2023_Jun,X0m_0m,0,<0.1
28/06/2023,2023_Jun,X0m_0m,0,<0.1
28/06/2023,2023_Jun,X0m_digging,40,10.1-50
28/06/2023,2023_Jun,X0m_digging,10,5.1-10
28/06/2023,2023_Jun,pile_height,30,NA
28/06/2023,2023_Jun,WS,6.2,NA
28/06/2023,2023_Jun,WD,106,NA
28/06/2023,2023_Jun,Temp,30.1,NA
29/06/2023,2023_Jun,X30m,0,<0.1
29/06/2023,2023_Jun,X10m_1.5m,0,<0.1
29/06/2023,2023_Jun,X10m_0m,0,<0.1
29/06/2023,2023_Jun,X0m_1.5m,0,<0.1
29/06/2023,2023_Jun,X0m_0m,0,<0.1
29/06/2023,2023_Jun,X0m_0m,0,<0.1
29/06/2023,2023_Jun,X0m_digging,11.6,10.1-50
29/06/2023,2023_Jun,X0m_digging,3.1,2.1-5
29/06/2023,2023_Jun,pile_height,30,NA
29/06/2023,2023_Jun,WS,4.32,NA
29/06/2023,2023_Jun,WD,71.1,NA
29/06/2023,2023_Jun,Temp,30.61,NA
03/07/2023,2023_Jul,X30m,0,<0.1
03/07/2023,2023_Jul,X10m_1.5m,0,<0.1
03/07/2023,2023_Jul,X10m_0m,0,<0.1
03/07/2023,2023_Jul,X0m_1.5m,0,<0.1
03/07/2023,2023_Jul,X0m_0m,0,<0.1
03/07/2023,2023_Jul,X0m_0m,0,<0.1
03/07/2023,2023_Jul,X0m_digging,0,<0.1
03/07/2023,2023_Jul,X0m_digging,0,<0.1
03/07/2023,2023_Jul,pile_height,40,NA
03/07/2023,2023_Jul,WS,6.1,NA
03/07/2023,2023_Jul,WD,117,NA
03/07/2023,2023_Jul,Temp,29.86,NA
10/07/2023,2023_Jul,X30m,0,<0.1
10/07/2023,2023_Jul,X10m_1.5m,0,<0.1
10/07/2023,2023_Jul,X10m_0m,0,<0.1
10/07/2023,2023_Jul,X0m_1.5m,0,<0.1
10/07/2023,2023_Jul,X0m_0m,0,<0.1
10/07/2023,2023_Jul,X0m_0m,0,<0.1
10/07/2023,2023_Jul,X0m_digging,0,<0.1
10/07/2023,2023_Jul,X0m_digging,0,<0.1
10/07/2023,2023_Jul,pile_height,40,NA
10/07/2023,2023_Jul,WS,4.72,NA
10/07/2023,2023_Jul,WD,126,NA
10/07/2023,2023_Jul,Temp,30.4,NA
11/07/2023,2023_Jul,X30m,0,<0.1
11/07/2023,2023_Jul,X10m_1.5m,0,<0.1
11/07/2023,2023_Jul,X10m_0m,0,<0.1
11/07/2023,2023_Jul,X0m_1.5m,0,<0.1
11/07/2023,2023_Jul,X0m_0m,0,<0.1
11/07/2023,2023_Jul,X0m_0m,0,<0.1
11/07/2023,2023_Jul,X0m_digging,0,<0.1
11/07/2023,2023_Jul,X0m_digging,0,<0.1
11/07/2023,2023_Jul,pile_height,30,NA
11/07/2023,2023_Jul,WS,3.79,NA
11/07/2023,2023_Jul,WD,108,NA
11/07/2023,2023_Jul,Temp,30.9,NA
12/07/2023,2023_Jul,X30m,0,<0.1
12/07/2023,2023_Jul,X10m_1.5m,0,<0.1
12/07/2023,2023_Jul,X10m_0m,0,<0.1
12/07/2023,2023_Jul,X0m_1.5m,0,<0.1
12/07/2023,2023_Jul,X0m_0m,0,<0.1
12/07/2023,2023_Jul,X0m_0m,0,<0.1
12/07/2023,2023_Jul,X0m_digging,0,<0.1
12/07/2023,2023_Jul,X0m_digging,0,<0.1
12/07/2023,2023_Jul,pile_height,40,NA
12/07/2023,2023_Jul,WS,4.43,NA
12/07/2023,2023_Jul,WD,71.2,NA
12/07/2023,2023_Jul,Temp,30.5,NA
03/08/2023,2023_Aug,X30m,0,<0.1
03/08/2023,2023_Aug,X10m_1.5m,0,<0.1
03/08/2023,2023_Aug,X10m_0m,0,<0.1
03/08/2023,2023_Aug,X0m_1.5m,0,<0.1
03/08/2023,2023_Aug,X0m_0m,0,<0.1
03/08/2023,2023_Aug,X0m_0m,0,<0.1
03/08/2023,2023_Aug,X0m_digging,94.2,>50
03/08/2023,2023_Aug,X0m_digging,0,<0.1
03/08/2023,2023_Aug,pile_height,20,NA
03/08/2023,2023_Aug,WS,2.99,NA
03/08/2023,2023_Aug,WD,66.1,NA
03/08/2023,2023_Aug,Temp,30.89,NA
04/08/2023,2023_Aug,X30m,0,<0.1
04/08/2023,2023_Aug,X10m_1.5m,0,<0.1
04/08/2023,2023_Aug,X10m_0m,0,<0.1
04/08/2023,2023_Aug,X0m_1.5m,0,<0.1
04/08/2023,2023_Aug,X0m_0m,0,<0.1
04/08/2023,2023_Aug,X0m_0m,0.7,0.1-2
04/08/2023,2023_Aug,X0m_digging,73.8,>50
04/08/2023,2023_Aug,X0m_digging,0.6,0.1-2
04/08/2023,2023_Aug,pile_height,30,NA
04/08/2023,2023_Aug,WS,3.62,NA
04/08/2023,2023_Aug,WD,116.3,NA
04/08/2023,2023_Aug,Temp,30.39,NA
11/08/2023,2023_Aug,X30m,0,<0.1
11/08/2023,2023_Aug,X10m_1.5m,0,<0.1
11/08/2023,2023_Aug,X10m_0m,0,<0.1
11/08/2023,2023_Aug,X0m_1.5m,0,<0.1
11/08/2023,2023_Aug,X0m_0m,0,<0.1
11/08/2023,2023_Aug,X0m_0m,0,<0.1
11/08/2023,2023_Aug,X0m_digging,21.2,10.1-50
11/08/2023,2023_Aug,X0m_digging,0,<0.1
11/08/2023,2023_Aug,pile_height,20,NA
11/08/2023,2023_Aug,WS,4.4,NA
11/08/2023,2023_Aug,WD,91.8,NA
11/08/2023,2023_Aug,Temp,31.1,NA
20/08/2023,2023_Aug,X30m,0,<0.1
20/08/2023,2023_Aug,X10m_1.5m,0,<0.1
20/08/2023,2023_Aug,X10m_0m,0,<0.1
20/08/2023,2023_Aug,X0m_1.5m,0,<0.1
20/08/2023,2023_Aug,X0m_0m,0,<0.1
20/08/2023,2023_Aug,X0m_0m,0,<0.1
20/08/2023,2023_Aug,X0m_digging,2.1,2.1-5
20/08/2023,2023_Aug,X0m_digging,40.9,10.1-50
20/08/2023,2023_Aug,pile_height,30,NA
20/08/2023,2023_Aug,WS,6.3,NA
20/08/2023,2023_Aug,WD,79.9,NA
20/08/2023,2023_Aug,Temp,31,NA
25/08/2023,2023_Aug,X30m,0,<0.1
25/08/2023,2023_Aug,X10m_1.5m,0,<0.1
25/08/2023,2023_Aug,X10m_0m,0,<0.1
25/08/2023,2023_Aug,X0m_1.5m,0,<0.1
25/08/2023,2023_Aug,X0m_0m,0,<0.1
25/08/2023,2023_Aug,X0m_0m,0,<0.1
25/08/2023,2023_Aug,X0m_digging,0,<0.1
25/08/2023,2023_Aug,X0m_digging,0,<0.1
25/08/2023,2023_Aug,pile_height,0,NA
25/08/2023,2023_Aug,WS,0,NA
25/08/2023,2023_Aug,WD,210,NA
25/08/2023,2023_Aug,Temp,28.85,NA
11/08/2023,2023_Aug,X0m_digging,11.5,10.1-50
11/08/2023,2023_Aug,X0m_digging,1.8,0.1-2
11/08/2023,2023_Aug,X0m_digging,0.8,0.1-2
11/08/2023,2023_Aug,X0m_digging,0.6,0.1-2
11/08/2023,2023_Aug,X0m_digging,0,<0.1
11/08/2023,2023_Aug,X0m_digging,1.1,0.1-2
11/08/2023,2023_Aug,X0m_digging,1,0.1-2
11/08/2023,2023_Aug,X0m_digging,1.6,0.1-2
11/08/2023,2023_Aug,X0m_digging,1.7,0.1-2
11/08/2023,2023_Aug,X0m_digging,0.9,0.1-2
11/08/2023,2023_Aug,X0m_digging,1.7,0.1-2
11/08/2023,2023_Aug,X0m_digging,1.6,0.1-2
11/08/2023,2023_Aug,X0m_digging,2.6,2.1-5
11/08/2023,2023_Aug,X0m_digging,21.2,10.1-50
11/08/2023,2023_Aug,X0m_digging,3.8,2.1-5
22/08/2023,2023_Aug,X0m_digging,8.1,5.1-10
22/08/2023,2023_Aug,X0m_digging,2,0.1-2
22/08/2023,2023_Aug,X0m_digging,8.4,5.1-10
22/08/2023,2023_Aug,X0m_digging,2.3,2.1-5
22/08/2023,2023_Aug,X0m_digging,0,<0.1
22/08/2023,2023_Aug,X0m_digging,1.8,0.1-2
22/08/2023,2023_Aug,X0m_digging,1.2,0.1-2
22/08/2023,2023_Aug,X0m_digging,0,<0.1
22/08/2023,2023_Aug,X0m_digging,0,<0.1
22/08/2023,2023_Aug,X0m_digging,0,<0.1
22/08/2023,2023_Aug,X0m_digging,0,<0.1
22/08/2023,2023_Aug,X0m_digging,0,<0.1
22/08/2023,2023_Aug,X0m_digging,7.4,5.1-10
22/08/2023,2023_Aug,X0m_digging,9.4,5.1-10
22/08/2023,2023_Aug,X0m_digging,2.9,2.1-5
25/08/2023,2023_Aug,X0m_digging,0,<0.1
25/08/2023,2023_Aug,X0m_digging,0,<0.1
25/08/2023,2023_Aug,X0m_digging,0,<0.1
25/08/2023,2023_Aug,X0m_digging,0,<0.1
25/08/2023,2023_Aug,X0m_digging,0,<0.1
25/08/2023,2023_Aug,X0m_digging,0,<0.1
25/08/2023,2023_Aug,X0m_digging,0,<0.1
25/08/2023,2023_Aug,X0m_digging,0,<0.1
25/08/2023,2023_Aug,X0m_digging,0,<0.1
25/08/2023,2023_Aug,X0m_digging,0,<0.1
25/08/2023,2023_Aug,X0m_digging,0,<0.1
25/08/2023,2023_Aug,X0m_digging,0,<0.1
25/08/2023,2023_Aug,X0m_digging,0,<0.1
25/08/2023,2023_Aug,X0m_digging,0,<0.1
25/08/2023,2023_Aug,X0m_digging,0,<0.1
13/09/2023,2023_Sep,X0m_digging,0,<0.1
13/09/2023,2023_Sep,X0m_digging,0,<0.1
13/09/2023,2023_Sep,X0m_digging,0,<0.1
13/09/2023,2023_Sep,X0m_digging,0,<0.1
13/09/2023,2023_Sep,X0m_digging,0,<0.1
13/09/2023,2023_Sep,X0m_digging,0,<0.1
13/09/2023,2023_Sep,X0m_digging,1.4,0.1-2
13/09/2023,2023_Sep,X0m_digging,0,<0.1
13/09/2023,2023_Sep,X0m_digging,0,<0.1
13/09/2023,2023_Sep,X0m_digging,0,<0.1
13/09/2023,2023_Sep,X0m_digging,0.8,0.1-2
13/09/2023,2023_Sep,X0m_digging,0.5,0.1-2
13/09/2023,2023_Sep,X0m_digging,0,<0.1
13/09/2023,2023_Sep,X0m_digging,0,<0.1
13/09/2023,2023_Sep,X0m_digging,0,<0.1
14/09/2023,2023_Sep,X0m_digging,0,<0.1
14/09/2023,2023_Sep,X0m_digging,0,<0.1
14/09/2023,2023_Sep,X0m_digging,0,<0.1
14/09/2023,2023_Sep,X0m_digging,0,<0.1
14/09/2023,2023_Sep,X0m_digging,0,<0.1
14/09/2023,2023_Sep,X0m_digging,0,<0.1
14/09/2023,2023_Sep,X0m_digging,0,<0.1
14/09/2023,2023_Sep,X0m_digging,0,<0.1
14/09/2023,2023_Sep,X0m_digging,0,<0.1
14/09/2023,2023_Sep,X0m_digging,0,<0.1
14/09/2023,2023_Sep,X0m_digging,5.6,5.1-10
14/09/2023,2023_Sep,X0m_digging,0.7,0.1-2
14/09/2023,2023_Sep,X0m_digging,0,<0.1
14/09/2023,2023_Sep,X0m_digging,0,<0.1
14/09/2023,2023_Sep,X0m_digging,1.1,0.1-2
14/09/2023,2023_Sep,X0m_digging,0.6,0.1-2
14/09/2023,2023_Sep,X0m_digging,0,<0.1
14/09/2023,2023_Sep,X0m_digging,0,<0.1
14/09/2023,2023_Sep,X0m_digging,2.6,2.1-5
14/09/2023,2023_Sep,X0m_digging,0,<0.1
14/09/2023,2023_Sep,X0m_digging,1.2,0.1-2
14/09/2023,2023_Sep,X0m_digging,0.6,0.1-2
14/09/2023,2023_Sep,X0m_digging,0,<0.1
14/09/2023,2023_Sep,X0m_digging,0,<0.1
14/09/2023,2023_Sep,X0m_digging,3.3,2.1-5
